Time (s),ECG (mV)
1.968,-0.048334445507778545
1.97,-0.04552947120752249
1.972,-0.04268346597931585
1.974,-0.03979891312775506
1.976,-0.03687834724462243
1.978,-0.0339243508541472
1.98,-0.03093955099066427
1.982,-0.027926615713497638
1.984,-0.024888250563973563
1.986,-0.021827194969569162
1.988,-0.018746218600262522
1.99,-0.01564811768221778
1.992,-0.012535711274014861
1.994,-0.009411837510667606
1.996,-0.006279349820730648
1.998,-0.0031411131218319144
2.0,-1.2246467991473532e-16
2.0020000000000002,0.0031411131218322024
2.004,0.006279349820730404
2.0060000000000002,0.009411837510667894
2.008,0.012535711274014618
2.0100000000000002,0.015648117682217712
2.012,0.018746218600262283
2.0140000000000002,0.021827194969569443
2.016,0.02488825056397332
2.0180000000000002,0.027926615713497915
2.02,0.030939550990664033
2.0220000000000002,0.03392435085414715
2.024,0.0368783472446222
2.0260000000000002,0.039798913127755325
2.028,0.04268346597931563
2.0300000000000002,0.04552947120752257
2.032,0.04833444550777833
2.0340000000000003,0.05109596014508151
2.036,0.053811644159473065
2.0380000000000003,0.0564791874900205
2.04,0.05909634401291995
2.0420000000000003,0.06166093448945426
2.044,0.0641708494196411
2.0460000000000003,0.06662405179757017
2.048,0.06901857976453445
2.05,0.0713525491562418
2.052,0.07362415594051167
2.054,0.07583167854203285
2.056,0.0779734800509278
2.058,0.080048010312002
2.06,0.08205380789176867
2.062,0.08398950192047343
2.064,0.08585381380655081
2.066,0.08764555882110323
2.068,0.08936364755019713
2.07,0.09100708721293865
2.072,0.09257498284350295
2.074,0.09406653833546338
2.076,0.09548105734698137
2.078,0.09681794406559815
2.08,0.09807670383158512
2.082,0.09925694361899409
2.084,0.10035837237376694
2.086,0.10138080120845136
2.088,0.10232414345328825
2.09,0.10318841456362343
2.092,0.1039737318838204
2.094,0.10468031426803107
2.096,0.1053084815584093
2.098,0.10585865392153097
2.1,0.10633135104400493
2.102,0.10672719118844562
2.104,0.10704689011118348
2.106,0.10729125984328325
2.108,0.10746120733663322
2.11,0.10755773297706216
2.112,0.10758192896662701
2.114,0.10753497757740288
2.116,0.10741814927928446
2.118,0.10723280074449433
2.12,0.10698037273165838
2.122,0.10666238785248953
2.124,0.10628044822428023
2.126,0.10583623301156891
2.128,0.10533149586050344
2.13,0.10476806222957571
2.132,0.10414782662054763
2.134,0.1034727497135316
2.136,0.10274485541032372
2.138,0.10196622779022003
2.14,0.10113900798266479
2.142,0.1002653909612041
2.144,0.09934762226332611
2.146,0.09838799464087364
2.148,0.0973888446458134
2.15,0.09635254915624208
2.152,0.0952815218475848
2.154,0.09417820961402919
2.156,0.09304508894530164
2.158,0.09188466226395836
2.16,0.09069945422841663
2.162,0.08949200800700624
2.164,0.08826488152835386
2.166,0.0870206437134513
2.168,0.08576187069478566
2.17,0.08449114202792074
2.172,0.08321103690093444
2.174,0.08192413034712248
2.176,0.08063298946636267
2.178,0.07934016966053455
2.18,0.0780482108883592
2.182,0.07675963394500084
2.184,0.07547693677173117
2.186,0.07420259080092445
2.188,0.07293903734158579
2.19,0.07168868401057168
2.192,0.07045390121458682
2.194,0.0692370186879729
2.196,0.06804032209122157
2.198,0.06686604967506496
2.2,0.06571638901489181
2.202,0.0645934738201477
2.204,0.0634993808232654
2.206,0.0624361267525574
2.208,0.061405665393384816
2.21,0.060409884741792486
2.212,0.059450604254662254
2.214,0.05852957220030665
2.216,0.05764846311327549
2.218,0.056808875357003345
2.22,0.056012328797768046
2.222,0.05526026259327875
2.224,0.05455403309903919
2.226,0.05389491189547292
2.228,0.053284083938619234
2.23,0.052722645837035245
2.232,0.05221160425735757
2.234,0.05175187446079785
2.236,0.05134427897265359
2.238,0.05098954638673257
2.24,0.05068831030639273
2.242,0.050441108423706055
2.244,0.050248381738058484
2.246,0.0501104739152993
2.248,0.050027630788352144
2.25,0.05
2.2520000000000002,0.05002763078835215
2.254,0.0501104739152993
2.2560000000000002,0.05024838173805853
2.258,0.050441108423706055
2.2600000000000002,0.050688310306392786
2.262,0.050989546386732504
2.2640000000000002,0.05134427897265356
2.266,0.05175187446079787
2.2680000000000002,0.05221160425735768
2.27,0.052722645837035266
2.2720000000000002,0.053284083938619345
2.274,0.0538949118954728
2.2760000000000002,0.05455403309903917
2.278,0.05526026259327877
2.2800000000000002,0.05601232879776821
2.282,0.05680887535700337
2.2840000000000003,0.057648463113275705
2.286,0.05852957220030646
2.2880000000000003,0.05945060425466225
2.29,0.06040988474179252
2.2920000000000003,0.06140566539338505
2.294,0.062436126752557435
2.2960000000000003,0.0634993808232656
2.298,0.06459347382014746
2.3000000000000003,0.06571638901489174
2.302,0.06686604967506499
2.3040000000000003,0.0680403220912218
2.306,0.06923701868797295
2.308,0.07045390121458654
2.31,0.07168868401057142
2.312,0.07293903734158551
2.314,0.0742025908009245
2.316,0.07547693677173122
2.318,0.07675963394500088
2.32,0.07804821088835892
2.322,0.07934016966053427
2.324,0.08063298946636238
2.326,0.08192413034712255
2.328,0.08321103690093451
2.33,0.08449114202792078
2.332,0.08576187069478537
2.334,0.08702064371345103
2.336,0.08826488152835357
2.338,0.08949200800700631
2.34,0.09069945422841671
2.342,0.09188466226395844
2.344,0.09304508894530138
2.346,0.09417820961402892
2.348,0.09528152184758452
2.35,0.09635254915624215
2.352,0.09738884464581349
2.354,0.09838799464087374
2.356,0.09934762226332586
2.358,0.10026539096120388
2.36,0.10113900798266456
2.362,0.10196622779022012
2.364,0.1027448554103238
2.366,0.10347274971353168
2.368,0.10414782662054743
2.37,0.10476806222957552
2.372,0.10533149586050325
2.374,0.10583623301156875
2.376,0.10628044822428034
2.378,0.10666238785248963
2.38,0.10698037273165824
2.382,0.1072328007444942
2.384,0.10741814927928435
2.386,0.10753497757740278
2.388,0.1075819289666271
2.39,0.10755773297706223
2.392,0.10746120733663317
2.394,0.1072912598432832
2.396,0.10704689011118343
2.398,0.10672719118844559
2.4,0.10633135104400501
2.402,0.10585865392153107
2.404,0.1053084815584093
2.406,0.10468031426803108
2.408,0.10397373188382045
2.41,0.10318841456362349
2.412,0.10232414345328833
2.414,0.10138080120845144
2.416,0.10035837237376702
2.418,0.0992569436189942
2.42,0.09807670383158523
2.422,0.0968179440655983
2.424,0.09548105734698145
2.426,0.09406653833546348
2.428,0.09257498284350311
2.43,0.09100708721293885
2.432,0.08936364755019732
2.434,0.08764555882110345
2.436,0.08585381380655091
2.438,0.08398950192047352
2.44,0.08205380789176893
2.442,0.08004801031200226
2.444,0.07797348005092808
2.446,0.07583167854203314
2.448,0.07362415594051178
2.45,0.0713525491562419
2.452,0.06901857976453475
2.454,0.06662405179756992
2.456,0.06417084941964146
2.458,0.061660934489453936
2.46,0.05909634401292005
2.462,0.05647918749002015
2.464,0.05381164415947345
2.466,0.05109596014508143
2.468,0.048334445507778726
2.47,0.045529471207522196
2.472,0.04268346597931572
2.474,0.039798913127754756
2.476,0.03687834724462262
2.478,0.0339243508541469
2.48,0.030939550990664463
2.482,0.027926615713497326
2.484,0.024888250563973417
2.486,0.02182719496956885
2.488,0.018746218600262727
2.49,0.015648117682217456
2.492,0.012535711274015066
2.494,0.00941183751066746
2.496,0.006279349820730501
2.498,0.003141113121831768
2.5,3.3071653383344424e-16
2.5020000000000002,-0.0031411131218319946
2.504,-0.006279349820730196
2.5060000000000002,-0.009411837510667686
2.508,-0.012535711274014764
2.5100000000000002,-0.015648117682217855
2.512,-0.018746218600262425
2.5140000000000002,-0.021827194969569242
2.516,-0.024888250563973126
2.5180000000000002,-0.027926615713497714
2.52,-0.030939550990664175
2.5220000000000002,-0.03392435085414728
2.524,-0.036878347244622335
2.5260000000000002,-0.03979891312775514
2.528,-0.04268346597931544
2.5300000000000002,-0.04552947120752239
2.532,-0.04833444550777845
2.5340000000000003,-0.05109596014508162
2.536,-0.05381164415947318
2.5380000000000003,-0.05647918749002033
2.54,-0.0590963440129198
2.5420000000000003,-0.06166093448945411
2.544,-0.06417084941964121
2.5460000000000003,-0.06662405179757025
2.548,-0.06901857976453435
2.5500000000000003,-0.07135254915624223
2.552,-0.07362415594051155
2.5540000000000003,-0.07583167854203328
2.556,-0.07797348005092788
2.5580000000000003,-0.08004801031200257
2.56,-0.08205380789176892
2.562,-0.0839895019204735
2.564,-0.08585381380655074
2.566,-0.08764555882110328
2.568,-0.08936364755019732
2.57,-0.09100708721293851
2.572,-0.09257498284350296
2.574,-0.09406653833546334
2.576,-0.09548105734698117
2.578,-0.09681794406559802
2.58,-0.09807670383158512
2.582,-0.09925694361899409
2.584,-0.10035837237376677
2.586,-0.10138080120845135
2.588,-0.10232414345328825
2.59,-0.10318841456362357
2.592,-0.10397373188382023
2.594,-0.10468031426803102
2.596,-0.10530848155840941
2.598,-0.10585865392153115
2.6,-0.10633135104400497
2.602,-0.10672719118844556
2.604,-0.10704689011118354
2.606,-0.10729125984328303
2.608,-0.10746120733663317
2.61,-0.10755773297706224
2.612,-0.10758192896662697
2.614,-0.10753497757740266
2.616,-0.10741814927928436
2.618,-0.10723280074449422
2.62,-0.10698037273165814
2.622,-0.10666238785248966
2.624,-0.10628044822428037
2.626,-0.10583623301156891
2.628,-0.10533149586050318
2.63,-0.10476806222957558
2.632,-0.10414782662054761
2.634,-0.10347274971353188
2.636,-0.10274485541032385
2.638,-0.10196622779022019
2.64,-0.10113900798266474
2.642,-0.10026539096120385
2.644,-0.09934762226332594
2.646,-0.09838799464087383
2.648,-0.09738884464581371
2.65,-0.09635254915624215
2.652,-0.09528152184758464
2.654,-0.09417820961402903
2.656,-0.09304508894530139
2.658,-0.09188466226395856
2.66,-0.09069945422841683
2.662,-0.08949200800700652
2.664,-0.08826488152835361
2.666,-0.08702064371345114
2.668,-0.08576187069478557
2.67,-0.08449114202792102
2.672,-0.08321103690093462
2.674,-0.08192413034712268
2.676,-0.08063298946636259
2.678,-0.07934016966053431
2.68,-0.07804821088835903
2.682,-0.076759633945001
2.684,-0.07547693677173142
2.686,-0.07420259080092458
2.688,-0.07293903734158563
2.69,-0.07168868401057155
2.692,-0.07045390121458661
2.694,-0.06923701868797301
2.696,-0.06804032209122172
2.698,-0.06686604967506517
2.7,-0.06571638901489163
2.702,-0.06459347382014756
2.704,-0.06349938082326527
2.706,-0.06243612675255759
2.708,-0.06140566539338494
2.71,-0.06040988474179262
2.712,-0.059450604254662184
2.714,-0.05852957220030651
2.716,-0.05764846311327539
2.718,-0.05680887535700346
2.72,-0.05601232879776817
2.722,-0.055260262593278806
2.724,-0.05455403309903911
2.726,-0.05389491189547285
2.728,-0.053284083938619144
2.73,-0.05272264583703529
2.732,-0.05221160425735764
2.734,-0.05175187446079792
2.736,-0.05134427897265352
2.738,-0.05098954638673254
2.74,-0.0506883103063927
2.742,-0.050441108423706096
2.744,-0.05024838173805851
2.746,-0.05011047391529931
2.748,-0.05002763078835215
2.75,-0.05
2.7520000000000002,-0.05002763078835216
2.754,-0.05011047391529928
2.7560000000000002,-0.05024838173805851
2.758,-0.05044110842370604
2.7600000000000002,-0.050688310306392745
2.762,-0.050989546386732545
2.7640000000000002,-0.051344278972653624
2.766,-0.051751874460797806
2.7680000000000002,-0.05221160425735761
2.77,-0.05272264583703516
2.7720000000000002,-0.0532840839386193
2.774,-0.053894911895472866
2.7760000000000002,-0.05455403309903924
2.778,-0.05526026259327864
2.7800000000000002,-0.05601232879776812
2.782,-0.05680887535700326
2.7840000000000003,-0.05764846311327555
2.786,-0.05852957220030652
2.7880000000000003,-0.059450604254662365
2.79,-0.06040988474179239
2.7920000000000003,-0.06140566539338487
2.794,-0.062436126752557344
2.7960000000000003,-0.06349938082326545
2.798,-0.0645934738201476
2.8000000000000003,-0.06571638901489193
2.802,-0.0668660496750649
2.8040000000000003,-0.06804032209122166
2.806,-0.06923701868797273
2.8080000000000003,-0.07045390121458694
2.81,-0.07168868401057156
2.8120000000000003,-0.07293903734158586
2.814,-0.07420259080092426
2.816,-0.07547693677173112
2.818,-0.07675963394500071
2.82,-0.07804821088835907
2.822,-0.07934016966053434
2.824,-0.08063298946636263
2.826,-0.08192413034712236
2.828,-0.08321103690093432
2.83,-0.0844911420279207
2.832,-0.08576187069478562
2.834,-0.08702064371345118
2.836,-0.08826488152835366
2.838,-0.08949200800700621
2.84,-0.09069945422841652
2.842,-0.09188466226395825
2.844,-0.09304508894530143
2.846,-0.09417820961402908
2.848,-0.09528152184758469
2.85,-0.09635254915624188
2.852,-0.09738884464581342
2.854,-0.09838799464087356
2.856,-0.09934762226332602
2.858,-0.1002653909612039
2.86,-0.10113900798266481
2.862,-0.10196622779021997
2.864,-0.10274485541032365
2.866,-0.10347274971353165
2.868,-0.10414782662054767
2.87,-0.10476806222957566
2.872,-0.10533149586050325
2.874,-0.105836233011569
2.876,-0.1062804482242802
2.878,-0.10666238785248952
2.88,-0.10698037273165822
2.882,-0.10723280074449432
2.884,-0.10741814927928445
2.886,-0.10753497757740274
2.888,-0.10758192896662688
2.89,-0.10755773297706214
2.892,-0.10746120733663325
2.894,-0.10729125984328312
2.896,-0.10704689011118364
2.898,-0.10672719118844566
2.9,-0.10633135104400496
2.902,-0.10585865392153117
2.904,-0.10530848155840951
2.906,-0.10468031426803112
2.908,-0.10397373188382034
2.91,-0.10318841456362368
2.912,-0.10232414345328833
2.914,-0.10138080120845144
2.916,-0.10035837237376688
2.918,-0.09925694361899422
2.92,-0.09807670383158523
2.922,-0.09681794406559813
2.924,-0.09548105734698134
2.926,-0.09406653833546352
2.928,-0.0925749828435031
2.93,-0.09100708721293864
2.932,-0.08936364755019746
2.934,-0.08764555882110339
2.936,-0.085853813806551
2.938,-0.08398950192047377
2.94,-0.08205380789176904
2.942,-0.0800480103120022
2.944,-0.07797348005092802
2.946,-0.07583167854203324
2.948,-0.07362415594051189
2.95,-0.07135254915624203
2.952,-0.0690185797645345
2.954,-0.06662405179757
2.956,-0.06417084941964137
2.958,-0.06166093448945366
2.96,-0.05909634401292002
2.962,-0.056479187490020316
2.964,-0.05381164415947333
2.966,-0.05109596014508114
2.968,-0.048334445507778774
2.97,-0.04552947120752207
2.972,-0.042683465979315896
2.974,-0.03979891312775512
2.976,-0.03687834724462266
2.978,-0.03392435085414676
2.98,-0.030939550990664328
2.982,-0.02792661571349736
2.984,-0.024888250563973622
2.986,-0.021827194969569048
2.988,-0.018746218600262408
2.99,-0.015648117682217487
2.992,-0.01253571127401492
2.994,-0.009411837510667138
2.996,-0.006279349820730532
2.998,-0.003141113121831976
3.0,-1.8369701987210297e-16
3.0020000000000002,0.0031411131218323195
3.004,0.006279349820730164
3.0060000000000002,0.009411837510667832
3.008,0.012535711274014556
3.0100000000000002,0.015648117682217827
3.012,0.018746218600262043
3.0140000000000002,0.021827194969569384
3.016,0.024888250563973265
3.0180000000000002,0.027926615713497676
3.02,0.030939550990663978
3.0220000000000002,0.03392435085414709
3.024,0.03687834724462232
3.0260000000000002,0.03979891312775509
3.028,0.04268346597931556
3.0300000000000002,0.04552947120752269
3.032,0.048334445507778455
3.0340000000000003,0.05109596014508144
3.036,0.05381164415947302
3.0380000000000003,0.05647918749002061
3.04,0.05909634401291973
3.0420000000000003,0.06166093448945421
3.044,0.06417084941964106
3.0460000000000003,0.06662405179757028
3.048,0.06901857976453422
3.0500000000000003,0.0713525491562423
3.052,0.07362415594051162
3.0540000000000003,0.07583167854203335
3.056,0.07797348005092777
3.0580000000000003,0.08004801031200245
3.06,0.0820538078917688
3.0620000000000003,0.08398950192047369
3.064,0.08585381380655079
3.0660000000000003,0.08764555882110375
3.068,0.08936364755019727
3.0700000000000003,0.09100708721293888
3.072,0.0925749828435029
3.074,0.09406653833546336
3.076,0.09548105734698117
3.078,0.09681794406559797
3.08,0.0980767038315851
3.082,0.09925694361899408
3.084,0.10035837237376675
3.086,0.10138080120845133
3.088,0.10232414345328823
3.09,0.10318841456362357
3.092,0.10397373188382025
3.094,0.10468031426803104
3.096,0.10530848155840944
3.098,0.10585865392153111
3.1,0.10633135104400492
3.102,0.10672719118844562
3.104,0.10704689011118361
3.106,0.1072912598432831
3.108,0.10746120733663324
3.11,0.10755773297706214
3.112,0.10758192896662688
3.114,0.10753497757740275
3.116,0.10741814927928447
3.118,0.10723280074449434
3.12,0.10698037273165827
3.122,0.10666238785248956
3.124,0.10628044822428026
3.126,0.10583623301156905
3.128,0.1053314958605033
3.13,0.10476806222957571
3.132,0.10414782662054775
3.134,0.10347274971353174
3.136,0.10274485541032373
3.138,0.10196622779022005
3.14,0.10113900798266492
3.142,0.10026539096120402
3.144,0.09934762226332612
3.146,0.09838799464087367
3.148,0.09738884464581354
3.15,0.09635254915624199
3.152,0.0952815218475848
3.154,0.0941782096140292
3.156,0.09304508894530157
3.158,0.09188466226395837
3.16,0.09069945422841666
3.162,0.08949200800700637
3.164,0.0882648815283538
3.166,0.08702064371345133
3.168,0.08576187069478576
3.17,0.08449114202792084
3.172,0.08321103690093445
3.174,0.08192413034712251
3.176,0.08063298946636277
3.178,0.07934016966053448
3.18,0.07804821088835923
3.182,0.07675963394500085
3.184,0.07547693677173126
3.186,0.07420259080092441
3.188,0.0729390373415858
3.19,0.07168868401057171
3.192,0.07045390121458676
3.194,0.06923701868797287
3.196,0.06804032209122159
3.198,0.06686604967506503
3.2,0.06571638901489178
3.202,0.06459347382014771
3.204,0.06349938082326542
3.206,0.06243612675255747
3.208,0.06140566539338483
3.21,0.060409884741792506
3.212,0.05945060425466232
3.214,0.058529572200306634
3.216,0.05764846311327551
3.218,0.056808875357003366
3.22,0.05601232879776808
3.222,0.05526026259327872
3.224,0.0545540330990392
3.226,0.053894911895472936
3.228,0.05328408393861923
3.23,0.05272264583703523
3.232,0.05221160425735758
3.234,0.051751874460797875
3.236,0.051344278972653576
3.238,0.05098954638673257
3.24,0.05068831030639274
3.242,0.050441108423706076
3.244,0.05024838173805849
3.246,0.0501104739152993
3.248,0.050027630788352144
3.25,0.05
3.2520000000000002,0.05002763078835215
3.254,0.05011047391529931
3.2560000000000002,0.050248381738058526
3.258,0.05044110842370607
3.2600000000000002,0.05068831030639278
3.262,0.050989546386732504
3.2640000000000002,0.051344278972653576
3.266,0.051751874460797855
3.2680000000000002,0.052211604257357665
3.27,0.05272264583703522
3.2720000000000002,0.05328408393861937
3.274,0.05389491189547278
3.2760000000000002,0.05455403309903915
3.278,0.05526026259327872
3.2800000000000002,0.05601232879776821
3.282,0.056808875357003366
3.2840000000000003,0.05764846311327564
3.286,0.0585295722003064
3.2880000000000003,0.05945060425466223
3.29,0.0604098847417925
3.2920000000000003,0.061405665393384996
3.294,0.06243612675255746
3.2960000000000003,0.06349938082326559
3.298,0.06459347382014745
3.3000000000000003,0.06571638901489178
3.302,0.06686604967506503
3.3040000000000003,0.06804032209122178
3.306,0.06923701868797287
3.3080000000000003,0.07045390121458708
3.31,0.07168868401057138
3.3120000000000003,0.07293903734158569
3.314,0.07420259080092442
3.3160000000000003,0.07547693677173145
3.318,0.07675963394500086
3.3200000000000003,0.07804821088835943
3.322,0.07934016966053416
3.3240000000000003,0.08063298946636263
3.326,0.08192413034712252
3.3280000000000003,0.08321103690093466
3.33,0.08449114202792087
3.332,0.08576187069478543
3.334,0.087020643713451
3.336,0.08826488152835348
3.338,0.08949200800700638
3.34,0.0906994542284167
3.342,0.0918846622639584
3.344,0.09304508894530125
3.346,0.09417820961402888
3.348,0.09528152184758451
3.35,0.09635254915624204
3.352,0.09738884464581359
3.354,0.09838799464087372
3.356,0.09934762226332583
3.358,0.10026539096120375
3.36,0.10113900798266465
3.362,0.1019662277902201
3.364,0.10274485541032378
3.366,0.10347274971353179
3.368,0.10414782662054753
3.37,0.10476806222957552
3.372,0.10533149586050311
3.374,0.10583623301156886
3.376,0.10628044822428032
3.378,0.10666238785248963
3.38,0.10698037273165811
3.382,0.1072328007444942
3.384,0.10741814927928434
3.386,0.10753497757740266
3.388,0.10758192896662697
3.39,0.10755773297706224
3.392,0.10746120733663317
3.394,0.10729125984328305
3.396,0.10704689011118357
3.398,0.10672719118844559
3.4,0.10633135104400492
3.402,0.10585865392153113
3.404,0.10530848155840955
3.406,0.10468031426803116
3.408,0.10397373188382031
3.41,0.10318841456362367
3.412,0.10232414345328833
3.414,0.10138080120845144
3.416,0.1003583723737669
3.418,0.09925694361899422
3.42,0.09807670383158526
3.422,0.09681794406559815
3.424,0.09548105734698138
3.426,0.09406653833546358
3.428,0.09257498284350307
3.43,0.09100708721293863
3.432,0.08936364755019752
3.434,0.08764555882110348
3.436,0.08585381380655108
3.438,0.08398950192047386
3.44,0.08205380789176898
3.442,0.08004801031200214
3.444,0.07797348005092813
3.446,0.07583167854203335
3.448,0.07362415594051201
3.45,0.07135254915624216
3.452,0.0690185797645344
3.454,0.0666240517975699
3.456,0.0641708494196415
3.458,0.06166093448945381
3.46,0.05909634401292019
3.462,0.05647918749002047
3.464,0.05381164415947322
3.466,0.051095960145081026
3.468,0.04833444550777895
3.47,0.04552947120752225
3.472,0.04268346597931609
3.474,0.0397989131277553
3.476,0.036878347244622536
3.478,0.03392435085414663
3.48,0.030939550990664522
3.482,0.027926615713497555
3.484,0.02488825056397382
3.486,0.021827194969569245
3.488,0.018746218600262265
3.49,0.015648117682217345
3.492,0.012535711274015128
3.494,0.009411837510667345
3.496,0.006279349820730739
3.498,0.003141113121832184
3.5,3.667750591076177e-17
3.5020000000000002,-0.003141113121832466
3.504,-0.006279349820729956
3.5060000000000002,-0.009411837510667626
3.508,-0.012535711274014351
3.5100000000000002,-0.015648117682217626
3.512,-0.01874621860026219
3.5140000000000002,-0.021827194969569527
3.516,-0.024888250563973063
3.5180000000000002,-0.027926615713497478
3.52,-0.030939550990663783
3.5220000000000002,-0.0339243508541469
3.524,-0.03687834724462245
3.5260000000000002,-0.039798913127755214
3.528,-0.04268346597931539
3.5300000000000002,-0.045529471207522515
3.532,-0.048334445507778274
3.5340000000000003,-0.051095960145081276
3.536,-0.05381164415947313
3.5380000000000003,-0.056479187490020726
3.54,-0.05909634401291958
3.5420000000000003,-0.06166093448945406
3.544,-0.06417084941964092
3.5460000000000003,-0.06662405179757014
3.548,-0.06901857976453431
3.5500000000000003,-0.0713525491562424
3.552,-0.0736241559405115
3.5540000000000003,-0.07583167854203324
3.556,-0.07797348005092766
3.5580000000000003,-0.08004801031200236
3.56,-0.08205380789176886
3.5620000000000003,-0.08398950192047373
3.564,-0.08585381380655069
3.5660000000000003,-0.08764555882110367
3.568,-0.08936364755019718
3.5700000000000003,-0.09100708721293882
3.572,-0.09257498284350293
3.5740000000000003,-0.09406653833546375
3.576,-0.09548105734698115
3.5780000000000003,-0.09681794406559834
3.58,-0.09807670383158507
3.5820000000000003,-0.09925694361899438
3.584,-0.10035837237376674
3.586,-0.10138080120845133
3.588,-0.10232414345328823
3.59,-0.1031884145636236
3.592,-0.10397373188382027
3.594,-0.10468031426803101
3.596,-0.10530848155840938
3.598,-0.10585865392153115
3.6,-0.10633135104400498
3.602,-0.10672719118844567
3.604,-0.10704689011118368
3.606,-0.10729125984328303
3.608,-0.10746120733663317
3.61,-0.10755773297706223
3.612,-0.10758192896662697
3.614,-0.10753497757740285
3.616,-0.10741814927928457
3.618,-0.10723280074449423
3.62,-0.10698037273165814
3.622,-0.10666238785248969
3.624,-0.10628044822428039
3.626,-0.10583623301156919
3.628,-0.10533149586050346
3.63,-0.1047680622295756
3.632,-0.10414782662054763
3.634,-0.10347274971353188
3.636,-0.1027448554103239
3.638,-0.10196622779021991
3.64,-0.10113900798266508
3.642,-0.10026539096120386
3.644,-0.09934762226332597
3.646,-0.09838799464087385
3.648,-0.09738884464581371
3.65,-0.09635254915624183
3.652,-0.095281521847585
3.654,-0.09417820961402903
3.656,-0.09304508894530139
3.658,-0.09188466226395856
3.66,-0.09069945422841685
3.662,-0.0894920080070062
3.664,-0.08826488152835399
3.666,-0.08702064371345118
3.668,-0.08576187069478561
3.67,-0.08449114202792103
3.672,-0.08321103690093465
3.674,-0.08192413034712236
3.676,-0.08063298946636296
3.678,-0.07934016966053432
3.68,-0.07804821088835907
3.682,-0.07675963394500104
3.684,-0.07547693677173144
3.686,-0.07420259080092426
3.688,-0.072939037341586
3.69,-0.07168868401057156
3.692,-0.07045390121458663
3.694,-0.06923701868797304
3.696,-0.06804032209122175
3.698,-0.0668660496750649
3.7,-0.06571638901489193
3.702,-0.0645934738201476
3.704,-0.06349938082326528
3.706,-0.0624361267525576
3.708,-0.06140566539338497
3.71,-0.0604098847417924
3.712,-0.05945060425466245
3.714,-0.058529572200306516
3.716,-0.057648463113275414
3.718,-0.05680887535700348
3.72,-0.056012328797768185
3.722,-0.055260262593278646
3.724,-0.05455403309903929
3.726,-0.053894911895472866
3.728,-0.05328408393861916
3.73,-0.0527226458370353
3.732,-0.052211604257357644
3.734,-0.05175187446079782
3.736,-0.051344278972653624
3.738,-0.050989546386732545
3.74,-0.0506883103063927
3.742,-0.05044110842370609
3.744,-0.05024838173805851
3.746,-0.05011047391529928
3.748,-0.05002763078835214
3.75,-0.05
3.7520000000000002,-0.05002763078835216
3.754,-0.05011047391529929
3.7560000000000002,-0.050248381738058505
3.758,-0.050441108423706096
3.7600000000000002,-0.05068831030639281
3.762,-0.05098954638673253
3.7640000000000002,-0.05134427897265361
3.766,-0.051751874460797806
3.7680000000000002,-0.0522116042573576
3.77,-0.05272264583703528
3.7720000000000002,-0.05328408393861943
3.774,-0.05389491189547285
3.7760000000000002,-0.05455403309903922
3.778,-0.05526026259327864
3.7800000000000002,-0.05601232879776811
3.782,-0.05680887535700345
3.7840000000000003,-0.05764846311327574
3.786,-0.058529572200306496
3.7880000000000003,-0.05945060425466234
3.79,-0.06040988474179238
3.7920000000000003,-0.06140566539338486
3.794,-0.06243612675255759
3.7960000000000003,-0.0634993808232657
3.798,-0.06459347382014757
3.8000000000000003,-0.06571638901489192
3.802,-0.06686604967506488
3.8040000000000003,-0.06804032209122161
3.806,-0.06923701868797301
3.8080000000000003,-0.07045390121458724
3.81,-0.07168868401057155
3.8120000000000003,-0.07293903734158584
3.814,-0.07420259080092424
3.8160000000000003,-0.07547693677173128
3.818,-0.07675963394500102
3.8200000000000003,-0.07804821088835959
3.822,-0.07934016966053431
3.8240000000000003,-0.0806329894663628
3.826,-0.08192413034712233
3.8280000000000003,-0.08321103690093447
3.83,-0.08449114202792102
3.8320000000000003,-0.08576187069478612
3.834,-0.08702064371345117
3.8360000000000003,-0.08826488152835399
3.838,-0.0894920080070062
3.84,-0.09069945422841685
3.842,-0.09188466226395857
3.844,-0.09304508894530142
3.846,-0.09417820961402905
3.848,-0.09528152184758433
3.85,-0.09635254915624186
3.852,-0.09738884464581374
3.854,-0.09838799464087386
3.856,-0.09934762226332598
3.858,-0.1002653909612039
3.86,-0.10113900798266448
3.862,-0.10196622779021995
3.864,-0.10274485541032392
3.866,-0.10347274971353193
3.868,-0.10414782662054767
3.87,-0.10476806222957565
3.872,-0.10533149586050297
3.874,-0.10583623301156872
3.876,-0.10628044822428043
3.878,-0.10666238785248974
3.88,-0.10698037273165821
3.882,-0.10723280074449429
3.884,-0.10741814927928424
3.886,-0.10753497757740255
3.888,-0.10758192896662705
3.89,-0.10755773297706234
3.892,-0.10746120733663325
3.894,-0.10729125984328314
3.896,-0.10704689011118351
3.898,-0.10672719118844554
3.9,-0.1063313510440051
3.902,-0.10585865392153126
3.904,-0.1053084815584095
3.906,-0.10468031426803114
3.908,-0.10397373188382031
3.91,-0.10318841456362365
3.912,-0.10232414345328839
3.914,-0.10138080120845147
3.916,-0.10035837237376691
3.918,-0.09925694361899423
3.92,-0.09807670383158529
3.922,-0.09681794406559818
3.924,-0.09548105734698131
3.926,-0.0940665383354635
3.928,-0.09257498284350313
3.93,-0.09100708721293868
3.932,-0.08936364755019759
3.934,-0.08764555882110356
3.936,-0.08585381380655091
3.938,-0.08398950192047366
